Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Klaus,3.0,Allemagne,,Les parcs étaient o.k. cependant aucune comparaison avec Disney World à Orlando.,"Nous voulions vraiment séjourner dans un hôtel Disney et faire quelque chose de bien pour nous-mêmes. Nous avions réservé une chambre avec vue sur le lac (une nuit : 341 € !!!). Vous pouvez vous attendre à quelque chose là-bas! C'était au rez-de-chaussée et au bord du lac. Le lac était à peine visible, une autre chambre n'était censée être pas encore propre à 17h00. La salle de réception avait l'acoustique d'un gymnase. L'hôtel n'avait absolument rien de spécial. Comparé à d'autres hôtels, je ne dépenserais pas plus de 100 €. Nous ne pouvons que déconseiller cet hôtel décevant.",Octobre 2021,Commentaire envoyé le 17 décembre 2021,newportBay
P,4.0,Émirats arabes unis,,L'emplacement était bon - le reste était brutalement mauvais !,"Dans la période qui a précédé, les e-mails n'ont été renvoyés qu'avec des réponses standard. Le contact téléphonique n'était pas possible en allemand Trop peu de personnel pour le nombre d'invités qui s'enregistraient chaque jour - longues files d'attente pour l'enregistrement. Après l'enregistrement, la chambre ne peut être occupée qu'à 15h00, ce qui est déraisonnable après un long voyage. Pas même une des 7 chambres n'a été mise à disposition pour changer de vêtements. Les réservations de table étaient impossibles à l'avance. Le site Web fait référence à l'application - l'application n'autorise que les réservations jusqu'à 10 personnes ! Tout autour mauvais.",Décembre 2021,Commentaire envoyé le 12 décembre 2021,newportBay
Henk,10.0,Pays-Bas,,L'accueil du personnel,Tout était à votre goût,Décembre 2021,Commentaire envoyé le 10 décembre 2021,newportBay
Angela,10.0,Italie,,"emplacement, attention du personnel, structure",,Décembre 2021,Commentaire envoyé le 10 décembre 2021,newportBay
Christian,5.0,Allemagne,,"+ bel hôtel, + chambre propre, salle de bain propre, + parcs accessibles à pied (environ 20 minutes), + bel espace piscine, + super ambiance / thème,","- Personnel antipathique à l'enregistrement - Personnel de sécurité extrêmement antipathique - Malgré une réservation au restaurant, nous n'avons pas eu de place avant sa fermeture (Cape Cod) ; Restaurant complètement surréservé - service médiocre dans l'ensemble, personnel non orienté vers le client - chantier sur le sentier des parcs non annoncé à l'avance, donc environ 10 minutes de sentier plus long - foule quotidienne corona non conforme à l'entrée car le personnel ne peut pas se rendre la file d'attente au restaurant sous contrôle. - Globalement : 500 euros la nuit pas justifié, car l'hôtel est sympa, mais le service laisse beaucoup à désirer",Novembre 2021,Commentaire envoyé le 3 décembre 2021,newportBay
Antonio,5.0,Italie,,l'accueil,"mauvais nettoyage des chambres, femmes de ménage très grossières, trop loin de Disneyland, ridicule qu'ils n'aient pas de club Sandwiches et cheeseburgers en service de chambre, ils n'ont pas d'adaptateurs pour les prises électriques.",Novembre 2021,Commentaire envoyé le 25 novembre 2021,newportBay
Cristina,10.0,Espagne,,"Le traitement avec tout le personnel, ils vous font vous sentir unique et qu'ils ne sont que pour vous faire passer un séjour unique",rien,Novembre 2021,Commentaire envoyé le 25 novembre 2021,newportBay
Maria,2.0,Russie,,Rien!,"Non seulement le prix et la qualité de cet hôtel ne correspondent pas, mais vous pouvez louer un château à côté pour cet argent ! Les chambres sont vieilles et petites. Ne regardez pas le fait qu'il soit sur le territoire de Disneyland, il est terrible ! Une fois, nous sommes allés dans un restaurant de l'hôtel - c'est une salle à manger avec un personnel génial ! Ils ont payé en même temps que pour la cuisine moléculaire. En ce qui concerne le personnel, bien sûr tout dépend de la personne et on ne peut pas dire qu'absolument tout le monde n'était pas sympathique. Mais la femme qui a refusé de nous donner des chambres communicantes alors que nous étions avec 3 enfants et ce souhait était indiqué dans la réservation - elle travaille à leur réception et apparemment c'est la norme pour cet hôtel.",Septembre 2021,Commentaire envoyé le 23 novembre 2021,newportBay
Abdallah,5.0,Arabie saoudite,,,"Le service est très mauvais Ils ne trouvent pas parler anglais, et le service de restauration pour les chambres est mauvais et difficile",Novembre 2021,Commentaire envoyé le 19 novembre 2021,newportBay
Carlo,3.0,Italie,,uniquement des personnes de l'équipe,ne vaut pas la somme dépensée. ancienne structure à l'intérieur des chambres emplacement ameublement daté,Novembre 2021,Commentaire envoyé le 17 novembre 2021,newportBay
Leo,4.0,Belgique,,la météo,"la nourriture, si vous arrivez à 19h le premier jour et qu'on vous dit que vous ne pouvez manger qu'à 22h.... avec des enfants un drame !",Novembre 2021,Commentaire envoyé le 16 novembre 2021,newportBay
Federica,10.0,Italie,,tout,,Novembre 2021,Commentaire envoyé le 14 novembre 2021,newportBay
Daniel,4.0,Allemagne,,Tout est un peu vieillot et aurait besoin d'être rénové.,"Vieille salle de bain, boissons et nourriture très chères.",Novembre 2021,Commentaire envoyé le 10 novembre 2021,newportBay
Natasha,9.0,Pays-Bas,,L'atmosphère,Incertitude concernant le code qr pour le café,Octobre 2021,Commentaire envoyé le 7 novembre 2021,newportBay
Adi,10.0,Israël,,"Emplacement à 10 minutes à pied du parc, un hôtel immense et magnifique avec un magnifique magasin Disney à l'intérieur",L'hôtel est immense et il faut prendre en compte qu'il y a une distance entre l'ascenseur et les chambres,Octobre 2021,Commentaire envoyé le 29 octobre 2021,newportBay
Tuan,1.0,Pays-Bas,,lieu,"Je me suis trompé de chambre, en plus, les chambres n'étaient pas prêtes à l'arrivée à cause du manque de personnel pour le nettoyage.",Octobre 2021,Commentaire envoyé le 26 octobre 2021,newportBay
Irenci,1.0,Pays-Bas,,rien,"Nous avons officiellement faim, il y a une file d'attente pour tout, je ne comprends pas pourquoi cet hôtel est là, il n'y a pas de service pour autant d'argent, nous avons à peine apporté de l'eau potable dans la chambre. On dit qu'on ne peut pas entrer sans masque, l'hôtel n'a pas de masque de rechange. Il y avait des protestations constantes devant l'hôtel. Je veux dire, je ne pense pas que je verrai un autre hôtel aussi mauvais dans ma vie, c'est préféré uniquement parce qu'il est proche de Disneyland.",Octobre 2021,Commentaire envoyé le 23 octobre 2021,newportBay
Dan,10.0,Chine,,Vraiment parfait! !,,Octobre 2021,Commentaire envoyé le 22 octobre 2021,newportBay
Suhail,5.0,Émirats arabes unis,,L'endroit est très beau et le transport vers Disney est disponible.,"La salle est climatisée, et il n'y a pas de restaurant autre qu'un restaurant avec système de buffet, et elle ne convient pas à tous les groupes",Septembre 2021,Commentaire envoyé le 20 octobre 2021,newportBay
Delgado,10.0,Espagne,,je n'ai pas de petit dejeuner,Rien,Octobre 2021,Commentaire envoyé le 19 octobre 2021,newportBay
Victoria,1.0,France,,Rien (malheureusement),"Le pire hôtel que je connaisse. Rapport qualité prix = 0. Sale, bruyant, pas de ""magique Disney"", impossible de dîner, le sol sent la nausée. Il est impossible de commander le petit-déjeuner, ils ne nettoient pas la chambre, mais apportent seulement une lettre indiquant que le nettoyage n'était pas possible en raison de circonstances imprévues. Sérieusement??? File d'attente constante pour l'ascenseur, couloirs très longs (15 min pour descendre à l'accueil de Yana). Il y a un fer brûlé dans la chambre, il n'y a même pas une bouteille d'eau (je me tais sur le café ou le thé), il n'y a pas de réfrigérateur/minibar. L'eau de la douche est froide ou chaude. Il y a des taches de nausée sur les toilettes. Ça ne pourrait pas être pire. Surtout pour presque 400 euros/nuit. Le lit bébé n'était pas fourni. Des files d'attente partout : il n'était pas possible d'aller au parc avant l'ouverture (les files d'attente sont sous contrôle), il n'y a pas de navette pour le parc (uniquement si vous vouliez attendre 2 heures). Si vous allez à Disney, restez dans n'importe quel autre hôtel à proximité (pas Disney), ce sera plus agréable. Je dirais que c'est une catastrophe.",Octobre 2021,Commentaire envoyé le 18 octobre 2021,newportBay
Salvatore,4.2,Italie,,La structure est très jolie,"Personnel désagréable, établissement très sale. Pendant notre séjour, il y avait des travailleurs du même hôtel qui manifestaient à partir de 8 heures du matin. Mauvais hôtel",Octobre 2021,Commentaire envoyé le 17 octobre 2021,newportBay
Giovanni,5.0,Italie,,,Restaurants bondés et trop chers par rapport au service,Octobre 2021,Commentaire envoyé le 17 octobre 2021,newportBay
Lawrence,2.0,Allemagne,,L'optique de l'hôtel.,"Fondamentalement tout. Contrôles de sécurité inutiles qui peuvent facilement être contournés par des entrées arrière. L'enregistrement n'a pas fonctionné à l'avant et à l'arrière. Nous sommes arrivés à midi et avons dû faire la queue pendant une demi-heure pour l'enregistrement et la chambre n'était pas encore prête. Il indiquait que vous pouviez laisser vos bagages et que vous recevriez un SMS avec le numéro de chambre dès qu'il serait prêt (les cartes de chambre étaient données immédiatement, mais sans programmation). Un tel SMS ne nous est parvenu ni à personne d'autre. Nous avons donc dû faire à nouveau la queue pour nous enregistrer le soir, même si la file d'attente était encore plus longue qu'à midi. Lorsque nous avons finalement été au comptoir pour la deuxième fois, nous avons encore dû attendre 15 minutes jusqu'à ce qu'on puisse enfin nous donner une chambre. Quand j'ai ensuite posé des questions sur les bagages, la dame de la réception a de nouveau disparu dans l'arrière-salle pour savoir où se trouvaient les bagages. Cela m'a ensuite été simplement apporté dans le hall et j'ai pu tout apporter moi-même dans la pièce. Cependant, j'étais content d'avoir fait mon deuxième enregistrement en début de soirée car après la fermeture du parc, il y avait une file d'attente interminable dans le hall qui avait des temps d'attente de 3 heures et peut-être plus. Vers 23 heures, tous les couloirs étaient bondés de gens qui n'avaient pas de chambre et qui étaient assis ou même allongés par terre (et cela avec le prix des chambres). La chambre elle-même était correcte, mais ne valait toujours pas le prix. Dans l'ensemble, il n'y avait pas assez de sentiment Disney.",Octobre 2021,Commentaire envoyé le 12 octobre 2021,newportBay
Piet,5.0,Pays-Bas,,,Les chambres sont obsolètes. Très mauvais lits,Octobre 2021,Commentaire envoyé le 8 octobre 2021,newportBay
Veronique,9.0,Pays-Bas,,À proximité du parc. Magnifiquement rénové,Tout n'était pas encore ouvert,Septembre 2021,Commentaire envoyé le 29 septembre 2021,newportBay
Ashley,9.0,Pays-Bas,,Personnel très sympathique !,,Septembre 2021,Commentaire envoyé le 25 septembre 2021,newportBay
Svetlana,4.0,Espagne,,personnel très sympathique,"Il n'y a que 4 ascenseurs d'un côté et si vous arrivez de l'autre côté, vous devez marcher au moins 5 minutes",Septembre 2021,Commentaire envoyé le 24 septembre 2021,newportBay
Magdalena,10.0,Pologne,,"endroit à recommander, idéalement situé. service, propreté, qualité",,Septembre 2021,Commentaire envoyé le 24 septembre 2021,newportBay
Silviu,9.0,Allemagne,,Tout satisfaisant.,"La chambre est très loin dans l'hôtel, à environ 300 mètres.A la réception, ils m'ont dit que j'avais un avantage dans le parc d'attractions avec les cartes magiques, mais je n'avais rien.",Septembre 2021,Commentaire envoyé le 21 septembre 2021,newportBay
Beno,4.0,Suisse,,"Beaucoup trop cher Pas d'eau minérale dans la chambre, pas de café à faire soi-même pour 300 euros la nuit. Démolition totale ne faisant que gagner de l'argent !!!!!!!",L'emplacement.,Septembre 2021,Commentaire envoyé le 16 septembre 2021,newportBay
Markus,5.0,Allemagne,,"L'emplacement était génial, à moins de 10 minutes de Disneyland. Le personnel était toujours très sympathique. Il y avait plein de places de parking juste devant la porte.","Petit déjeuner pour 2 adultes et deux enfants à plus de 100€ complètement hors de prix et pas de bonne qualité. Les chambres sont propres mais ont connu des jours meilleurs. Aussi très petit. Si vous voulez aller à la piscine, vous avez l'impression d'être dans une piscine publique. Passé la question des serviettes aux vestiaires et casiers, on passe ensuite dans la douche commune. Sur le chemin de la piscine, vous devez passer par un bain de pieds presque dégoûtant. Malheureusement, l'espace extérieur était également fermé le soir, donc c'était vraiment très exigu.",Septembre 2021,Commentaire envoyé le 5 septembre 2021,newportBay
Yvonne,5.0,Espagne,,emplacement et lits,Hôtel avec des installations médiocres pour son prix. Ancien. Pas de beaux espaces communs,Septembre 2021,Commentaire envoyé le 4 septembre 2021,newportBay
Joannis,10.0,Allemagne,,L'emplacement et les installations,Petit déjeuner cher,Septembre 2021,Commentaire envoyé le 1 septembre 2021,newportBay
Daniel,9.0,Pays-Bas,,Très belles chambres.,,Août 2021,Commentaire envoyé le 31 août 2021,newportBay
Natalia,4.0,Espagne,,Proche du parc Disney. Nettoyer dans les chambres.,"On a l'impression d'être dans une prison pour enfants. chaque mouvement vers les hôtels doit être enregistré, vous ne pouvez pas aller au restaurant, vous ne pouvez pas commander de nourriture dans votre chambre, il n'y a pas de restaurants à proximité. L'enregistrement dans les hôtels prendra beaucoup de temps et de nerfs. Toute question que nous avons essayé de résoudre à la réception a pris au moins 40 minutes. Il n'y a pas d'eau dans les chambres, si vous commandez d'attendre, également dans environ 40 à 60 minutes. On sent clairement que le personnel travaillant dans les hôtels est fatigué.",Août 2021,Commentaire envoyé le 31 août 2021,newportBay
Reiner,4.0,Allemagne,,Le personnel était très amical.,"Il y avait des détritus dans la chambre, un rideau n'était pas fixé sur une pièce. !!!!!! Il n'y avait pas de brosse de toilette dans les toilettes et les excréments de l'occupant précédent étaient toujours dans les toilettes !!!!! !!!!!!!! Très dégoûtant !!!!!!!! Tout est très cher !!!",Août 2021,Commentaire envoyé le 30 août 2021,newportBay
