Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Anonyme,8.0,41,Inconnu,"Le petit déjeuner était copieux, beaucoup de choix. Les chambres étaient propres et propres.",Inconnu,24,Commentaire envoyé le 27 janvier 2020,3
Anonyme,10.0,90,Inconnu,"propreté, disponibilité du personnel et organisation",rien,21,Commentaire envoyé le 9 mars 2022,3
Anonyme,10.0,30,Inconnu,Le petit déjeuner était bon et suffisant. La qualité était correcte. Un peu plus de fruits serait bien. Vous avez été accueilli de manière très amicale et les membres du personnel étaient toujours heureux de vous aider. Le bar est également super confortable et vous invite à vous attarder.,"Malheureusement, ce n'était pas très propre et l'équipement était un peu vieux.",3,Commentaire envoyé le 12 janvier 2020,3
Sébastien,9.0,49,Fabuleux,Inconnu,Inconnu,18,Commentaire envoyé le 11 janvier 2023,3
Willy,8.0,49,Très bien,Inconnu,Inconnu,18,Commentaire envoyé le 9 janvier 2023,3
Jordan,9.0,49,Fabuleux,Inconnu,Inconnu,18,Commentaire envoyé le 5 janvier 2023,3
Lorene,9.0,49,Fabuleux,Inconnu,Inconnu,18,Commentaire envoyé le 3 janvier 2023,3
Melina,9.0,49,Fabuleux,Inconnu,Inconnu,6,Commentaire envoyé le 29 décembre 2022,3
Inès,9.0,79,Fabuleux,Inconnu,Inconnu,17,Commentaire envoyé le 29 décembre 2022,3
Sandrine,8.0,49,Très bien,Inconnu,Inconnu,6,Commentaire envoyé le 18 décembre 2022,3
Xavier,9.0,49,Fabuleux,Inconnu,Inconnu,17,Commentaire envoyé le 18 décembre 2022,3
Sophie,8.0,49,Très bien,Inconnu,Inconnu,17,Commentaire envoyé le 15 décembre 2022,3
Delphine,8.0,49,Très bien,Inconnu,Inconnu,17,Commentaire envoyé le 14 décembre 2022,3
Nemtzoff,9.0,49,Fabuleux,Inconnu,Inconnu,17,Commentaire envoyé le 12 décembre 2022,3
Emeline,9.0,49,Fabuleux,Inconnu,Inconnu,6,Commentaire envoyé le 9 décembre 2022,3
Clément,8.0,49,Très bien,Inconnu,Inconnu,17,Commentaire envoyé le 5 décembre 2022,3
Sophie,7.0,49,Bien,Inconnu,Inconnu,17,Commentaire envoyé le 5 décembre 2022,3
Philippe,7.0,49,Bien,Inconnu,Inconnu,5,Commentaire envoyé le 5 décembre 2022,3
Philippe,7.0,49,Bien,Inconnu,Inconnu,17,Commentaire envoyé le 5 décembre 2022,3
Marie,7.0,49,Bien,Inconnu,Inconnu,6,Commentaire envoyé le 3 décembre 2022,3
Adriane,7.0,49,Bien,Inconnu,Inconnu,17,Commentaire envoyé le 3 décembre 2022,3
Mailiss,9.0,49,Fabuleux,Inconnu,Inconnu,6,Commentaire envoyé le 2 décembre 2022,3
Valerie,8.0,79,Très bien,Inconnu,Inconnu,6,Commentaire envoyé le 2 décembre 2022,3
Tissaine,8.0,49,Très bien,Inconnu,Inconnu,6,Commentaire envoyé le 29 novembre 2022,3
Dominique,8.0,79,Très bien,Inconnu,Inconnu,6,Commentaire envoyé le 16 novembre 2022,3
Geoffrey,7.0,79,Bien,Inconnu,Inconnu,6,Commentaire envoyé le 15 novembre 2022,3
Jonathan,7.0,49,Bien,Inconnu,Inconnu,6,Commentaire envoyé le 14 novembre 2022,3
Mel35400,9.0,49,Fabuleux,Inconnu,Inconnu,6,Commentaire envoyé le 14 novembre 2022,3
Julie,8.0,79,Très bien,Inconnu,Inconnu,6,Commentaire envoyé le 10 novembre 2022,3
Marco,9.0,41,Fabuleux,Inconnu,Inconnu,5,Commentaire envoyé le 31 octobre 2022,3
Manon,8.0,49,Très bien,Inconnu,Inconnu,5,Commentaire envoyé le 27 octobre 2022,3
Jean,8.0,79,Très bien,Inconnu,Inconnu,5,Commentaire envoyé le 24 octobre 2022,3
Loic,7.0,49,Bien,Inconnu,Inconnu,5,Commentaire envoyé le 17 octobre 2022,3
Olivier,9.0,49,Fabuleux,Inconnu,Inconnu,5,Commentaire envoyé le 17 octobre 2022,3
Celine,9.0,49,Fabuleux,Inconnu,Inconnu,5,Commentaire envoyé le 14 octobre 2022,3
Olivier,9.0,49,Fabuleux,Inconnu,Inconnu,5,Commentaire envoyé le 12 octobre 2022,3
Mogade,8.0,49,Très bien,Inconnu,Inconnu,5,Commentaire envoyé le 3 octobre 2022,3
Chloé,8.0,79,Très bien,Inconnu,Inconnu,20,Commentaire envoyé le 2 octobre 2022,3
Joffrey,7.0,49,Bien,Inconnu,Inconnu,20,Commentaire envoyé le 28 septembre 2022,3
Pauline,9.0,8,Fabuleux,Inconnu,Inconnu,20,Commentaire envoyé le 26 septembre 2022,3
Yannick,8.0,49,Très bien,Inconnu,Inconnu,2,Commentaire envoyé le 25 septembre 2022,3
Claudine,8.0,49,Très bien,Inconnu,Inconnu,20,Commentaire envoyé le 24 septembre 2022,3
Sonia,7.0,68,Bien,Inconnu,Inconnu,20,Commentaire envoyé le 19 septembre 2022,3
Louis,8.0,49,Très bien,Inconnu,Inconnu,20,Commentaire envoyé le 5 septembre 2022,3
Furiel,9.0,49,Fabuleux,Inconnu,Inconnu,2,Commentaire envoyé le 3 septembre 2022,3
Audrey,8.0,49,Très bien,Inconnu,Inconnu,2,Commentaire envoyé le 27 août 2022,3
Gabrielle,9.0,61,Fabuleux,Inconnu,Inconnu,2,Commentaire envoyé le 15 août 2022,3
Marine,7.0,49,Bien,Inconnu,Inconnu,4,Commentaire envoyé le 10 août 2022,3
Caroline,7.0,49,Bien,Inconnu,Inconnu,12,Commentaire envoyé le 3 août 2022,3
Michel,8.0,49,Très bien,Inconnu,Inconnu,12,Commentaire envoyé le 30 juillet 2022,3
Yann,7.0,49,Bien,Inconnu,Inconnu,12,Commentaire envoyé le 14 juillet 2022,3
Laetitia,8.0,49,Très bien,Inconnu,Inconnu,9,Commentaire envoyé le 10 juillet 2022,3
Ritchy,8.0,49,Très bien,Inconnu,Inconnu,9,Commentaire envoyé le 7 juillet 2022,3
Phillipverdult,9.0,79,Fabuleux,Inconnu,Inconnu,4,Commentaire envoyé le 2 juillet 2022,3
Cerutti,8.0,49,Très bien,Inconnu,Inconnu,9,Commentaire envoyé le 30 juin 2022,3
Steven,9.0,49,Fabuleux,Inconnu,Inconnu,9,Commentaire envoyé le 19 juin 2022,3
Laura,8.0,49,Très bien,Inconnu,Inconnu,4,Commentaire envoyé le 16 juin 2022,3
Julie,9.0,49,Fabuleux,Inconnu,Inconnu,4,Commentaire envoyé le 11 juin 2022,3
Thierry,8.0,79,Très bien,Inconnu,Inconnu,4,Commentaire envoyé le 2 juin 2022,3
Anais,7.0,61,Bien,Inconnu,Inconnu,4,Commentaire envoyé le 27 mai 2022,3
Lydia,8.0,49,Très bien,Inconnu,Inconnu,25,Commentaire envoyé le 19 mai 2022,3
Cessou,7.0,49,Bien,Inconnu,Inconnu,4,Commentaire envoyé le 13 mai 2022,3
Vincent,8.0,79,Très bien,Inconnu,Inconnu,4,Commentaire envoyé le 12 mai 2022,3
Alexis,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 28 avril 2022,3
Melanie,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 27 avril 2022,3
Laurent,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 24 avril 2022,3
Natacha,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 24 avril 2022,3
C,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 19 avril 2022,3
Sophie,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 6 avril 2022,3
Clemence,9.0,49,Fabuleux,Inconnu,Inconnu,25,Commentaire envoyé le 5 avril 2022,3
Bérangère,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 4 avril 2022,3
Franck,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 2 avril 2022,3
Teddy,9.0,49,Fabuleux,Inconnu,Inconnu,25,Commentaire envoyé le 2 avril 2022,3
Laetitia,8.0,79,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 1 avril 2022,3
Marine,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 31 mars 2022,3
De,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 30 mars 2022,3
Celine,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 30 mars 2022,3
Aline,7.0,79,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 30 mars 2022,3
Sophie,9.0,49,Fabuleux,Inconnu,Inconnu,22,Commentaire envoyé le 29 mars 2022,3
Megane,9.0,101,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 29 mars 2022,3
Charlene,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 28 mars 2022,3
Laurine,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 27 mars 2022,3
Emilie,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 27 mars 2022,3
Ophélie,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 27 mars 2022,3
Sylvie,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 25 mars 2022,3
Jean-jacques,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 24 mars 2022,3
Gasser,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 23 mars 2022,3
Aurelie,7.0,79,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 23 mars 2022,3
Laurence,9.0,79,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 23 mars 2022,3
Shauni,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 23 mars 2022,3
Elowworld,8.0,79,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 22 mars 2022,3
Haikel,8.0,47,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 21 mars 2022,3
Mégane,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 20 mars 2022,3
Rudy,9.0,79,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 19 mars 2022,3
Samuel,8.0,79,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 18 mars 2022,3
Romy,7.0,8,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 17 mars 2022,3
Emilie,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 16 mars 2022,3
Vanessa,8.0,79,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 15 mars 2022,3
Romain,9.0,79,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 14 mars 2022,3
Alessandro,7.0,79,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 14 mars 2022,3
Anne-sophie,8.0,79,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 13 mars 2022,3
Nicolas,9.0,49,Fabuleux,Inconnu,Inconnu,21,Commentaire envoyé le 12 mars 2022,3
Audrey,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 12 mars 2022,3
Florent,8.0,79,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 12 mars 2022,3
Pauline,9.0,79,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 10 mars 2022,3
Jennifer,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 10 mars 2022,3
Pauline,8.0,49,Très bien,Inconnu,Inconnu,21,Commentaire envoyé le 9 mars 2022,3
Patricia,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 9 mars 2022,3
Nicolas,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 6 mars 2022,3
David,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 6 mars 2022,3
Alicia,7.0,49,Bien,Inconnu,Inconnu,21,Commentaire envoyé le 4 mars 2022,3
Cindy,8.0,79,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 4 mars 2022,3
Stéphanie,8.0,79,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 2 mars 2022,3
Jeremy,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 28 février 2022,3
Muriel,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 27 février 2022,3
Maurane,9.0,79,Fabuleux,Inconnu,Inconnu,22,Commentaire envoyé le 23 février 2022,3
Sylvie,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 21 février 2022,3
Céline,9.0,49,Fabuleux,Inconnu,Inconnu,22,Commentaire envoyé le 16 février 2022,3
Stephane,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 14 février 2022,3
Whisper03,8.0,79,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 14 février 2022,3
Coralie,7.0,79,Bien,Inconnu,Inconnu,22,Commentaire envoyé le 13 février 2022,3
Christophe,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 11 février 2022,3
Delphine,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 7 février 2022,3
Jean,8.0,49,Très bien,Inconnu,Inconnu,22,Commentaire envoyé le 7 février 2022,3
Adriano,9.0,79,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 6 février 2022,3
Fabien,9.0,49,Fabuleux,Inconnu,Inconnu,22,Commentaire envoyé le 2 février 2022,3
Olivier,8.0,79,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 31 janvier 2022,3
Kevin,9.0,79,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 31 janvier 2022,3
Julien,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 31 janvier 2022,3
Laetitia,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 29 janvier 2022,3
Hugo,8.0,79,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 26 janvier 2022,3
Alain,8.0,79,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 26 janvier 2022,3
Céline,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 26 janvier 2022,3
Christelle,7.0,49,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 26 janvier 2022,3
Stephanie,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 24 janvier 2022,3
Fany,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 20 janvier 2022,3
Stephanie,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 20 janvier 2022,3
Aurélie,7.0,49,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 19 janvier 2022,3
Amina,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 19 janvier 2022,3
Pineau,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 18 janvier 2022,3
Corinne,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 17 janvier 2022,3
Céline,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 16 janvier 2022,3
Aurelie,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 15 janvier 2022,3
Sarah,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 14 janvier 2022,3
Steven,9.0,49,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 13 janvier 2022,3
Sandra,8.0,49,Très bien,Inconnu,Inconnu,7,Commentaire envoyé le 9 janvier 2022,3
Didier,9.0,79,Fabuleux,Inconnu,Inconnu,7,Commentaire envoyé le 8 janvier 2022,3
Guy,7.0,79,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 8 janvier 2022,3
Emilen,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 7 janvier 2022,3
Dalhia,7.0,49,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 7 janvier 2022,3
Delpir,7.0,79,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 6 janvier 2022,3
Portal,7.0,49,Bien,Inconnu,Inconnu,7,Commentaire envoyé le 4 janvier 2022,3
Cbi,9.0,49,Fabuleux,Inconnu,Inconnu,15,Commentaire envoyé le 3 janvier 2022,3
Elodie,9.0,49,Fabuleux,Inconnu,Inconnu,15,Commentaire envoyé le 30 décembre 2021,3
Sandra,9.0,49,Fabuleux,Inconnu,Inconnu,15,Commentaire envoyé le 28 décembre 2021,3
Mehdi,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 27 décembre 2021,3
Severine,9.0,79,Fabuleux,Inconnu,Inconnu,1,Commentaire envoyé le 26 décembre 2021,3
Melanie,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 21 décembre 2021,3
François,8.0,49,Très bien,Inconnu,Inconnu,15,Commentaire envoyé le 18 décembre 2021,3
